Marca,Modelo,Año,Color,Precio_EUR,Potencia_HP,Aceleracion_0_100_s,Pais_fabricacion,VIN
McLaren,720S,2021,Verde lima,226300.0,730,2.71,Reino Unido,SBM9Z68EPRVZCSC4H
Nissan,GT-R Nismo,2023,Gris mate,211000.0,599,2.85,Japón,JN169W67F1WBH1XVN
Bugatti,Chiron,2022,Azul eléctrico,2342100.0,1514,2.5,Francia,VF9UZM3VHP63RUCJC
Chevrolet,Corvette C8 Z06,2024,Azul eléctrico,155100.0,678,2.74,EE.UU.,1G1U63F7E732HF46H
McLaren,570S,2018,Negro,166500.0,587,3.07,Reino Unido,SBMYDADNJJ06BZXKF
Porsche,911 Turbo S (992),2021,Blanco,242000.0,658,2.68,Alemania,WP0W90XUM1BG4A0NX
Ferrari,488 GTB,2024,Gris mate,291400.0,659,3.01,Italia,ZFFJEZA966KMVYNGY
Bugatti,Chiron,2021,Negro,2546700.0,1518,2.39,Francia,VF9MX7H19TE9NY1FU
Chevrolet,Corvette C8 Stingray,2020,Negro,101500.0,497,3.05,EE.UU.,1G1VBGNMSTHKC2M7U
BMW,M4 Competition (G82),2023,Negro,89200.0,503,3.71,Alemania,WBS70Y9W9JAKYJ4J0
BMW,M4 Competition (G82),2023,Rojo,95900.0,522,3.92,Alemania,WBSUN03G8NJZ95H9C
Nissan,GT-R Nismo,2017,Rojo,184000.0,597,2.76,Japón,JN1XNFRUS6GKKBUL8
McLaren,720S,2021,Rojo burdeos,270400.0,720,3.02,Reino Unido,SBMWBRU68VLZNWNUW
Nissan,GT-R Nismo,2022,Rojo,182400.0,612,2.93,Japón,JN1T58KFZP8J3S8S0
BMW,M4 Competition (G82),2021,Negro,95100.0,521,3.67,Alemania,WBS6M6JXM37Z3D9Y8
McLaren,570S,2017,Negro,165100.0,571,3.34,Reino Unido,SBMK0YC740976FD6X
Ferrari,488 GTB,2021,Verde lima,257200.0,678,2.89,Italia,ZFFBFGV7U91B9FAZC
Audi,R8 V10 Performance,2019,Rojo burdeos,213200.0,623,3.0,Alemania,WUAYPHSR6WTU91JW7
Chevrolet,Corvette C8 Z06,2024,Rojo,112800.0,683,2.71,EE.UU.,1G1N8WWH0ANZZDNRZ
Lamborghini,Huracán EVO,2024,Rojo burdeos,247600.0,615,2.93,Italia,ZHWMW8HKS4XRXBZG8
Aston Martin,DBS Superleggera,2018,Rojo,211800.0,708,3.32,Reino Unido,SCF1AE66YXLEF6BRT
Lamborghini,Huracán EVO,2019,Amarillo,239900.0,626,2.98,Italia,ZHWVP1BL6VR8CCGYV
Aston Martin,Vantage,2024,Azul,133100.0,514,3.8,Reino Unido,SCF516D280PT4MBYC
McLaren,720S,2022,Blanco,241100.0,727,2.78,Reino Unido,SBM84VUR458K67YE3
Aston Martin,DBS Superleggera,2021,Blanco,260400.0,753,3.43,Reino Unido,SCF4AJ4FZKS37XG12
Aston Martin,DBS Superleggera,2024,Rojo,293300.0,752,3.33,Reino Unido,SCF8DM3FY42N4T5X8
Bugatti,Chiron,2021,Gris,2232100.0,1499,2.34,Francia,VF9XKE131CR1X3RR8
Nissan,GT-R Nismo,2015,Verde lima,155700.0,600,2.75,Japón,JN17PNCMU3FE50ET2
Ferrari,488 GTB,2022,Naranja,251500.0,678,2.93,Italia,ZFFJ2LNFJ8SX744GD
Audi,R8 V10 Performance,2020,Verde lima,154500.0,622,3.04,Alemania,WUAKPJFHLZ63NTYH5
McLaren,720S,2020,Amarillo,227000.0,745,2.78,Reino Unido,SBMP92FVW71Y2HHRK
Lamborghini,Huracán EVO,2022,Verde lima,254800.0,638,3.12,Italia,ZHW1RRV2EDRBU3K2N
Ferrari,488 GTB,2019,Rojo burdeos,205200.0,691,2.89,Italia,ZFFD1MUU36RJWUGAR
BMW,M4 Competition (G82),2022,Rojo,70000.0,534,3.89,Alemania,WBSHH5FJMS2HPHG07
Aston Martin,Vantage,2021,Rojo,158600.0,498,3.56,Reino Unido,SCFV0W2NXDT35HL4V
Porsche,911 Turbo S (992),2022,Verde lima,290600.0,659,2.69,Alemania,WP08EB93E72BZVL2E
Ferrari,F8 Tributo,2021,Azul eléctrico,266900.0,764,2.79,Italia,ZFF2FN64ZV7Z4FDLP
Nissan,GT-R Nismo,2018,Naranja,203000.0,600,2.91,Japón,JN11LPMTPXJ1AP2J9
Ferrari,488 GTB,2023,Rojo burdeos,217900.0,678,3.05,Italia,ZFFNDR29R54EZT73X
BMW,M4 Competition (G82),2023,Azul,109000.0,532,3.87,Alemania,WBSMFPEWL7FVTP5NZ
Lamborghini,Huracán EVO,2022,Azul,200300.0,659,2.81,Italia,ZHW8FT8GJML75TTZ9
Audi,R8 V10 Performance,2020,Verde lima,169900.0,610,2.96,Alemania,WUA0A7TGX682U1A48
Chevrolet,Corvette C8 Z06,2024,Amarillo,118100.0,682,2.64,EE.UU.,1G1MM624NVTVUJX8B
Lamborghini,Huracán EVO,2023,Blanco,233500.0,651,2.91,Italia,ZHWWRLVBZH6EKYM3Z
Nissan,GT-R Nismo,2014,Azul,193200.0,597,2.92,Japón,JN1UHL6NJA7JHYVEA
Aston Martin,Vantage,2022,Amarillo,153100.0,473,3.69,Reino Unido,SCFEH96DZA12C0Y1P
McLaren,720S,2019,Verde lima,222100.0,713,3.19,Reino Unido,SBMJ77VUYG58H7N5E
Lamborghini,Huracán EVO,2021,Verde lima,266300.0,647,2.83,Italia,ZHWZ4L2U6LC20F8RE
McLaren,720S,2021,Naranja,284800.0,719,2.97,Reino Unido,SBMC5D0U4YDB2TGRF
Chevrolet,Corvette C8 Stingray,2021,Negro,92000.0,473,2.83,EE.UU.,1G1EJYYSNXJ6E7JTV
Aston Martin,DBS Superleggera,2023,Amarillo,327000.0,725,3.53,Reino Unido,SCFNS8XYTF1JHZDT3
Aston Martin,DBS Superleggera,2021,Verde lima,316600.0,759,3.39,Reino Unido,SCFUSG3HYEM2KVTEA
McLaren,720S,2019,Rojo burdeos,312500.0,721,2.84,Reino Unido,SBM11R5MN43DPCASE
Aston Martin,Vantage,2020,Gris,112000.0,506,3.68,Reino Unido,SCFDF0216ZSY2AJK1
McLaren,570S,2021,Gris mate,236400.0,554,3.07,Reino Unido,SBMS8H544ZT1096SC
Aston Martin,Vantage,2023,Rojo,135300.0,515,3.63,Reino Unido,SCFKHWC6GXRJU5ETH
Audi,R8 V10 Performance,2022,Gris,179100.0,615,3.28,Alemania,WUAP6VE1SEVPX6KM9
Lamborghini,Huracán EVO,2022,Rojo burdeos,241900.0,639,2.96,Italia,ZHWF59SXE3YGTKM92
Aston Martin,DBS Superleggera,2019,Azul eléctrico,302900.0,717,3.25,Reino Unido,SCFYYLFLWXZ56U4R8
Ferrari,488 GTB,2017,Azul,290900.0,661,3.1,Italia,ZFFV72UYAY8TS0J7U
Aston Martin,Vantage,2020,Rojo burdeos,157200.0,504,3.36,Reino Unido,SCFA9JDPGXWDM8AX0
Aston Martin,DBS Superleggera,2018,Rojo,292000.0,738,3.34,Reino Unido,SCFKCC6WM63WA4NEN
Ferrari,488 GTB,2024,Negro,271200.0,681,2.96,Italia,ZFFPSGC496DHBG68R
Aston Martin,DBS Superleggera,2022,Negro,242300.0,698,3.19,Reino Unido,SCFXDA0ED599AX0L4
Ferrari,F8 Tributo,2021,Azul eléctrico,220700.0,738,3.07,Italia,ZFF7FSRRXNKL5DAH9
Nissan,GT-R Nismo,2018,Gris mate,177700.0,608,2.67,Japón,JN17UNB1PWNUDCRPB
Ferrari,488 GTB,2020,Amarillo,256200.0,675,3.11,Italia,ZFFPGZ0H2HXS2GH31
Audi,R8 V10 Performance,2022,Naranja,209200.0,639,3.27,Alemania,WUAX62P19B85T73V3
Aston Martin,DBS Superleggera,2022,Rojo,307400.0,740,3.49,Reino Unido,SCFMLAP0ST34CZ9H5
Porsche,911 Turbo S (992),2021,Azul eléctrico,239600.0,649,2.61,Alemania,WP0TB0KHN7MW5W575
Porsche,911 Turbo S (992),2021,Rojo,161000.0,649,2.62,Alemania,WP0DPW5FKC8K3RJBH
Porsche,911 GT3 (992),2022,Negro,178300.0,489,3.29,Alemania,WP0CBJGVG5YNPNVA2
Chevrolet,Corvette C8 Z06,2024,Azul,162400.0,681,2.83,EE.UU.,1G1MZH5ZDGDWG27BX
Porsche,911 GT3 (992),2024,Gris mate,195100.0,509,3.3,Alemania,WP02L6N0ATXMM6BNK
Porsche,911 Turbo S (992),2023,Rojo burdeos,292200.0,641,2.72,Alemania,WP0USXFGPMXSK2EZ6
Nissan,GT-R Nismo,2023,Gris,200100.0,604,2.72,Japón,JN11AZAKC88M35K9N
BMW,M4 Competition (G82),2022,Negro,94600.0,497,3.98,Alemania,WBSK5BFDU5F9P0XAN
Lamborghini,Aventador S,2020,Verde lima,364600.0,732,2.72,Italia,ZHWRWF6R8L8SLJUS4
Chevrolet,Corvette C8 Stingray,2024,Naranja,81800.0,470,3.01,EE.UU.,1G1FPPMZ0S4E8YC2D
Aston Martin,Vantage,2023,Naranja,168600.0,505,3.5,Reino Unido,SCFU9JKRX2GTBAS6W
Lamborghini,Huracán EVO,2019,Naranja,210400.0,626,3.06,Italia,ZHWL8ZRW0YSU3KUG7
BMW,M4 Competition (G82),2023,Azul eléctrico,99700.0,497,3.69,Alemania,WBSP7BUR590MGCZWU
Ferrari,F8 Tributo,2019,Rojo burdeos,289200.0,716,2.91,Italia,ZFFPGUMJ1HBJNT1VL
Aston Martin,Vantage,2020,Rojo,135600.0,498,3.49,Reino Unido,SCFSFB5689YUHNWFW
Ferrari,F8 Tributo,2024,Amarillo,324700.0,733,2.95,Italia,ZFFRZ5MKUS1BG5U7C
Bugatti,Chiron,2024,Azul,2483400.0,1533,2.57,Francia,VF93PXDUHBHZ2SBJH
Ferrari,488 GTB,2019,Verde lima,223700.0,668,3.01,Italia,ZFFL6EE1LE4JWTMRX
Ferrari,488 GTB,2022,Naranja,266400.0,674,2.94,Italia,ZFFWYDARGS25YN5DP
Aston Martin,Vantage,2022,Rojo burdeos,157300.0,507,3.7,Reino Unido,SCFANUT1JYFR8R76S
McLaren,720S,2021,Naranja,278300.0,717,2.91,Reino Unido,SBMASTNDTHLP6LZSE
Chevrolet,Corvette C8 Z06,2023,Gris,150600.0,653,2.7,EE.UU.,1G1J0MWB6RTTTC1E8
Lamborghini,Huracán EVO,2019,Blanco,197200.0,625,2.74,Italia,ZHWFAX5P1RZCAWPFB
Audi,R8 V10 Performance,2019,Azul,198400.0,651,3.0,Alemania,WUAWWFVFBWZ7MAFW4
Ferrari,488 GTB,2021,Azul eléctrico,185500.0,681,3.0,Italia,ZFFXR4TG71VX3JS2P
Chevrolet,Corvette C8 Z06,2023,Amarillo,126900.0,666,2.56,EE.UU.,1G19G7APTM9FXDG6M
Lamborghini,Huracán EVO,2020,Negro,244100.0,627,2.72,Italia,ZHWMJVMVGH289J1EP
Chevrolet,Corvette C8 Stingray,2022,Verde lima,86300.0,492,2.9,EE.UU.,1G1VJ989JRGE1DK90
Bugatti,Chiron,2024,Gris,2836900.0,1481,2.31,Francia,VF9XAN9ZLPRYAXBXR
Ferrari,488 GTB,2017,Negro,243900.0,667,2.96,Italia,ZFF7CNYW0ECP2S6MZ
Lamborghini,Huracán EVO,2024,Azul eléctrico,299000.0,650,2.86,Italia,ZHW53VFFGBFEWB2HH
Lamborghini,Huracán EVO,2020,Azul eléctrico,295200.0,639,2.71,Italia,ZHWK3DEFXW63L4CX7
BMW,M4 Competition (G82),2022,Rojo burdeos,105000.0,494,3.97,Alemania,WBSYK0U7VCW0GTHYB
Aston Martin,DBS Superleggera,2024,Azul eléctrico,313800.0,707,3.39,Reino Unido,SCFFMHZKV7BY0LZXY
Porsche,911 Turbo S (992),2022,Amarillo,282600.0,646,2.79,Alemania,WP0VMBC6EDKZKLX6K
McLaren,720S,2019,Naranja,296900.0,712,2.87,Reino Unido,SBMALXTHEGXKP9KMN
Aston Martin,DBS Superleggera,2021,Gris,293700.0,746,3.28,Reino Unido,SCF0S3TN8WH1CDGJP
Ferrari,488 GTB,2018,Azul,218900.0,658,3.19,Italia,ZFFZVH64FALXX2RYF
Bugatti,Chiron,2016,Amarillo,2459100.0,1517,2.56,Francia,VF93MHPVJ7X84LT99
Aston Martin,Vantage,2022,Gris mate,140200.0,493,3.53,Reino Unido,SCFGJ184LPVDBLWEW
Chevrolet,Corvette C8 Stingray,2022,Negro,107600.0,500,2.91,EE.UU.,1G1187TUSY33ZP1U2
Aston Martin,DBS Superleggera,2023,Amarillo,226900.0,729,3.26,Reino Unido,SCF57AZ5WC4UHWV9M
Lamborghini,Huracán EVO,2022,Azul eléctrico,271000.0,630,2.97,Italia,ZHWU1SJ0R10ELU9GE
Aston Martin,DBS Superleggera,2020,Rojo burdeos,303900.0,704,3.36,Reino Unido,SCF9C9DKB6128N4LL
McLaren,570S,2017,Gris,174000.0,597,3.16,Reino Unido,SBMHEDN18V7R1VDR3
BMW,M4 Competition (G82),2021,Amarillo,102600.0,501,3.93,Alemania,WBSBZ7AD7YNLTCD5Z
Chevrolet,Corvette C8 Stingray,2023,Rojo,92200.0,475,2.86,EE.UU.,1G10RTS6NPK4UKE5R
Audi,R8 V10 Performance,2019,Naranja,201400.0,659,3.13,Alemania,WUAFB0898X23DJPTA
Nissan,GT-R Nismo,2016,Gris mate,247000.0,568,2.93,Japón,JN1BP7A1YDKSPGL11
Aston Martin,DBS Superleggera,2021,Rojo,277800.0,742,3.42,Reino Unido,SCFRAA60NE5T47XWT
BMW,M4 Competition (G82),2021,Negro,115200.0,502,4.01,Alemania,WBSXXG8LP6XYC8EZ8
Porsche,911 GT3 (992),2021,Azul,214000.0,511,3.45,Alemania,WP0EGBKMWH8LUP92R
Ferrari,F8 Tributo,2019,Naranja,182000.0,729,2.99,Italia,ZFF2FASL0XXNCSVDW
Bugatti,Chiron,2021,Blanco,2382500.0,1493,2.38,Francia,VF9BGMYW6MG4PU186
McLaren,570S,2016,Azul eléctrico,181600.0,595,3.42,Reino Unido,SBMJ8NKVU5ZBSZC9E
Ferrari,488 GTB,2024,Azul eléctrico,178200.0,678,3.19,Italia,ZFF3PEAPA6AE9UCH3
Chevrolet,Corvette C8 Z06,2024,Verde lima,182000.0,666,2.63,EE.UU.,1G1WL8K04GKD43T89
Audi,R8 V10 Performance,2020,Gris,237100.0,631,2.92,Alemania,WUAATSCFN4EH8S79D
BMW,M4 Competition (G82),2023,Rojo,109400.0,476,3.96,Alemania,WBS7K6XEVK7W94MH2
Chevrolet,Corvette C8 Z06,2023,Verde lima,124500.0,676,2.62,EE.UU.,1G1JE65PFYUT36HHG
Aston Martin,DBS Superleggera,2020,Amarillo,318600.0,714,3.2,Reino Unido,SCF06YFYEUH6YRR26
Lamborghini,Aventador S,2023,Gris,354400.0,733,2.87,Italia,ZHW2NVW2SU1DB1M6J
Nissan,GT-R Nismo,2018,Blanco,146400.0,586,2.86,Japón,JN1NNFHV3LWGADLSN
Porsche,911 Turbo S (992),2021,Blanco,206000.0,667,2.5,Alemania,WP0K65SLYBRCGYNMV
Chevrolet,Corvette C8 Stingray,2022,Rojo,63000.0,513,3.01,EE.UU.,1G17CKZJBS4C55SG9
Aston Martin,DBS Superleggera,2023,Negro,297300.0,710,3.38,Reino Unido,SCF5LEV2F9H1YEEFE
BMW,M4 Competition (G82),2021,Negro,91600.0,507,3.85,Alemania,WBSF1XVTCTBSRGPGU
Chevrolet,Corvette C8 Stingray,2020,Naranja,91600.0,472,3.21,EE.UU.,1G1LF86ZXL6ENEWH3
BMW,M4 Competition (G82),2024,Amarillo,88100.0,529,3.8,Alemania,WBSA1V3NX94N4HG1Y
Nissan,GT-R Nismo,2021,Negro,209800.0,590,2.52,Japón,JN1KMEZT9L03N744T
Porsche,911 Turbo S (992),2024,Naranja,204100.0,649,2.69,Alemania,WP0B1Y7M56SRTRX8M
Porsche,911 Turbo S (992),2023,Amarillo,211200.0,662,2.76,Alemania,WP0BGSCEN5MV6G133
Chevrolet,Corvette C8 Stingray,2024,Rojo,90400.0,465,3.01,EE.UU.,1G10LRK1P4BCYBDN6
Porsche,911 GT3 (992),2022,Azul eléctrico,224600.0,494,3.31,Alemania,WP09V127KJ6NBA6YC
Porsche,911 GT3 (992),2024,Gris mate,188900.0,495,3.67,Alemania,WP0RV74MFP9FYCS2N
Ferrari,F8 Tributo,2024,Rojo burdeos,291900.0,749,2.76,Italia,ZFF65LSCJL8VCJUSU
Chevrolet,Corvette C8 Z06,2023,Blanco,142300.0,639,2.72,EE.UU.,1G1XRKYJ32C5KBL31
Ferrari,F8 Tributo,2024,Gris,231100.0,734,2.88,Italia,ZFFZBZP2D6WBEL4DY
McLaren,720S,2017,Gris,236800.0,735,2.75,Reino Unido,SBMD7J0FMBREPS299
McLaren,570S,2019,Azul,228000.0,562,3.14,Reino Unido,SBMHT0TTRHCYG0S2V
Porsche,911 GT3 (992),2021,Amarillo,172700.0,499,3.36,Alemania,WP0AY4BLAGSJJJG67
Chevrolet,Corvette C8 Z06,2024,Azul,165400.0,684,2.48,EE.UU.,1G182XX67E2RB54FU
Chevrolet,Corvette C8 Stingray,2024,Rojo,92800.0,489,2.94,EE.UU.,1G1ZCDL209MGBNWC3
Chevrolet,Corvette C8 Z06,2023,Blanco,125000.0,644,2.9,EE.UU.,1G1V1V4FJA9L374T1
Porsche,911 Turbo S (992),2020,Naranja,200000.0,650,2.68,Alemania,WP06E0R03R7E241XR
Aston Martin,Vantage,2021,Rojo burdeos,174900.0,504,3.49,Reino Unido,SCFGNWX9WPE9JBRGA
Chevrolet,Corvette C8 Stingray,2022,Naranja,75700.0,489,2.99,EE.UU.,1G12WTES8NDSTTWVV
Chevrolet,Corvette C8 Z06,2023,Azul,134300.0,657,2.72,EE.UU.,1G1DCCPWTPKDS9X6V
Aston Martin,Vantage,2024,Rojo burdeos,126200.0,503,3.85,Reino Unido,SCFT3CDMARUBV1DRB
Bugatti,Chiron,2019,Naranja,2564800.0,1523,2.38,Francia,VF9TLWF8YL2645103
Aston Martin,DBS Superleggera,2020,Azul,250900.0,704,3.46,Reino Unido,SCF9DK4PLVXMBJK6A
Porsche,911 GT3 (992),2024,Negro,214700.0,514,3.45,Alemania,WP0F79V628RXRXA1P
BMW,M4 Competition (G82),2021,Verde lima,95200.0,502,3.83,Alemania,WBSNM5P4B8KS97CLJ
Lamborghini,Huracán EVO,2023,Gris,181900.0,614,3.17,Italia,ZHWAPGCZH1YLA3FKG
BMW,M4 Competition (G82),2023,Gris mate,99700.0,511,4.01,Alemania,WBSW5M2801KRCXRR2
Bugatti,Chiron,2022,Gris,2740900.0,1496,2.3,Francia,VF9M8NGCYJH5V5LZ7
Ferrari,488 GTB,2016,Azul,179500.0,642,3.08,Italia,ZFF4BP49F5400M49W
Aston Martin,DBS Superleggera,2019,Amarillo,327200.0,727,3.34,Reino Unido,SCFB550UED35RLCXC
Audi,R8 V10 Performance,2021,Gris mate,197600.0,636,3.04,Alemania,WUA3VBZ05BCG9C74C
Porsche,911 Turbo S (992),2024,Negro,234800.0,665,2.54,Alemania,WP0TZJDUGNF0GJA43
Lamborghini,Huracán EVO,2019,Rojo burdeos,232800.0,655,2.64,Italia,ZHWU5V05LP4GLVNXP
Audi,R8 V10 Performance,2020,Rojo burdeos,160100.0,615,3.23,Alemania,WUAA2NTWWLSWWV99R
Nissan,GT-R Nismo,2019,Gris,172000.0,593,3.03,Japón,JN19SP0UB9BD61SX9
Bugatti,Chiron,2024,Negro,2251400.0,1498,2.42,Francia,VF9ECYYUUAY3N64LX
Aston Martin,Vantage,2021,Azul,182500.0,518,3.69,Reino Unido,SCFTY0KAMKU78JMP8
Chevrolet,Corvette C8 Stingray,2021,Azul,102900.0,479,2.95,EE.UU.,1G1LELXHMMC8LEFFY
Audi,R8 V10 Performance,2019,Gris,192700.0,622,3.18,Alemania,WUA9L5YWH4VRCH9P3
Audi,R8 V10 Performance,2022,Azul eléctrico,182600.0,620,3.27,Alemania,WUA9HLYLCC7J3CZJF
Chevrolet,Corvette C8 Z06,2023,Negro,158100.0,695,2.5,EE.UU.,1G1GD9J11T5PW9VRA
BMW,M4 Competition (G82),2024,Negro,98200.0,510,3.84,Alemania,WBSA8L173LXP9LR1U
Aston Martin,DBS Superleggera,2024,Rojo,302800.0,737,3.32,Reino Unido,SCFJL2Z38Y44896AF
Lamborghini,Huracán EVO,2019,Verde lima,211300.0,641,2.58,Italia,ZHWS3TS95DVA7GEF3
Ferrari,488 GTB,2018,Verde lima,262400.0,683,3.22,Italia,ZFF22EE98ZLLRS1ZJ
Audi,R8 V10 Performance,2020,Rojo burdeos,199800.0,643,3.13,Alemania,WUA2DEY0N5PZASD90
Aston Martin,Vantage,2021,Naranja,183100.0,513,3.59,Reino Unido,SCFCGMCLGS7JV1VZS
McLaren,720S,2020,Azul,281600.0,722,2.93,Reino Unido,SBMKDKPW3EGDZ1K0D
Porsche,911 Turbo S (992),2023,Blanco,212000.0,627,2.75,Alemania,WP0WSAYXJF460130H
Ferrari,488 GTB,2015,Blanco,220700.0,665,3.11,Italia,ZFFDCUP4HT1K27K9G
BMW,M4 Competition (G82),2022,Amarillo,86700.0,506,4.13,Alemania,WBS1XB075FWHH1X49
McLaren,720S,2024,Gris,304900.0,741,2.97,Reino Unido,SBMB024HJXCH1HCFV
Ferrari,488 GTB,2024,Gris,239700.0,673,3.04,Italia,ZFFYE3JP5PWXAPP9L
Chevrolet,Corvette C8 Stingray,2022,Naranja,63100.0,479,3.09,EE.UU.,1G1YTPU5G8MNWVA2M
Porsche,911 GT3 (992),2022,Rojo burdeos,169300.0,541,3.28,Alemania,WP08DS5T7Z260GAEM
Audi,R8 V10 Performance,2022,Azul eléctrico,221500.0,638,3.23,Alemania,WUASENT6EW9C0Z6Y9
Lamborghini,Huracán EVO,2022,Negro,202200.0,622,2.87,Italia,ZHWD6C111J7DB44GV
Lamborghini,Aventador S,2021,Blanco,283400.0,728,2.95,Italia,ZHWRPDKUX2Y2YLN1G
Audi,R8 V10 Performance,2023,Amarillo,186300.0,633,3.18,Alemania,WUAUNY1R2Y5XG55F6
BMW,M4 Competition (G82),2023,Negro,86600.0,500,3.97,Alemania,WBSVDT6081ZV4ZBWH
Chevrolet,Corvette C8 Z06,2023,Negro,115300.0,660,2.75,EE.UU.,1G17YBVJA2JMU794C
Audi,R8 V10 Performance,2020,Gris,219200.0,618,3.1,Alemania,WUA2KBEMYEV76A881
BMW,M4 Competition (G82),2024,Rojo,100600.0,483,3.69,Alemania,WBSP6TX2HUU445GNX
Chevrolet,Corvette C8 Z06,2023,Naranja,150300.0,659,2.7,EE.UU.,1G15BCVPGX4BT72EC
Porsche,911 GT3 (992),2024,Rojo,234900.0,506,3.34,Alemania,WP0P3Z07H0K8LFXDC
Audi,R8 V10 Performance,2024,Azul eléctrico,228700.0,610,3.11,Alemania,WUA498Z94XZ4AFTPE
Bugatti,Chiron,2016,Blanco,2847600.0,1517,2.23,Francia,VF9S1CPSVE8XZTAFJ
Audi,R8 V10 Performance,2019,Naranja,221500.0,622,2.97,Alemania,WUA2PHSHWMKLKXZYR
Porsche,911 GT3 (992),2024,Blanco,192400.0,511,3.35,Alemania,WP04GHHJZELLFCNKC
Aston Martin,DBS Superleggera,2023,Azul,276200.0,710,3.39,Reino Unido,SCF8JCPLDWB7JFDMB
Audi,R8 V10 Performance,2024,Negro,232200.0,636,3.02,Alemania,WUAWM9G4G7RS04CGY
BMW,M4 Competition (G82),2024,Azul,107800.0,527,3.84,Alemania,WBSH3UY6XURL78B7P
Ferrari,F8 Tributo,2019,Azul eléctrico,263800.0,704,2.94,Italia,ZFFH86UD2307MHJUF
McLaren,570S,2020,Azul,190700.0,574,3.36,Reino Unido,SBM91LEARD1A5HY76
McLaren,570S,2022,Rojo burdeos,173400.0,536,3.25,Reino Unido,SBMABEH60FKURVDE6
Lamborghini,Huracán EVO,2023,Gris,272300.0,626,2.97,Italia,ZHW1HDYUML1YZRVDP
Porsche,911 GT3 (992),2024,Naranja,153000.0,535,3.35,Alemania,WP0SDDLNSHFJERX1F
Lamborghini,Huracán EVO,2022,Rojo,205700.0,614,2.96,Italia,ZHWYUVU5UGNEHPGXA
Porsche,911 Turbo S (992),2024,Rojo burdeos,274900.0,659,2.73,Alemania,WP0C2RP3E5A53G5GV
Porsche,911 GT3 (992),2022,Gris,178700.0,502,3.63,Alemania,WP0KA4E53BJXUAF1C
Lamborghini,Huracán EVO,2020,Azul eléctrico,236600.0,673,2.95,Italia,ZHW7WPB9BF0LAHZ1Z
Ferrari,F8 Tributo,2020,Rojo burdeos,185900.0,713,2.94,Italia,ZFFPHWFWB7FA24R80
Aston Martin,Vantage,2023,Gris,170500.0,516,3.39,Reino Unido,SCFSWNSGTAZY82D4P
Aston Martin,Vantage,2018,Blanco,145000.0,534,3.77,Reino Unido,SCFYC1DU9V8KSF91E
BMW,M4 Competition (G82),2024,Blanco,115100.0,519,3.9,Alemania,WBSDW8T3F96JP3NWR
Nissan,GT-R Nismo,2014,Verde lima,205600.0,611,2.85,Japón,JN14NMCKZA069H31Z
McLaren,720S,2024,Gris,232500.0,703,2.82,Reino Unido,SBMMWNLJP37VYUZ2Z
Lamborghini,Huracán EVO,2024,Verde lima,244000.0,649,2.9,Italia,ZHWH99C5RHSE22K08
McLaren,720S,2019,Gris,272600.0,708,2.83,Reino Unido,SBMGD04A2GX4EWAY7
Lamborghini,Huracán EVO,2021,Verde lima,199400.0,627,2.71,Italia,ZHWGML9HFE1UXHMZK
Audi,R8 V10 Performance,2019,Rojo burdeos,193500.0,640,3.46,Alemania,WUAKG69EEFW96ZPTS
Nissan,GT-R Nismo,2024,Amarillo,191900.0,588,2.76,Japón,JN1L3USU9TX1MP7KF
Audi,R8 V10 Performance,2022,Rojo burdeos,184800.0,641,3.2,Alemania,WUADSUFJFAMALR565
Lamborghini,Huracán EVO,2019,Gris mate,191100.0,641,2.88,Italia,ZHW930XB28JPN52AK
Aston Martin,DBS Superleggera,2018,Rojo,362600.0,721,3.73,Reino Unido,SCF0CASY6HJ4J84WG
Porsche,911 Turbo S (992),2022,Rojo,268800.0,636,2.55,Alemania,WP0SMAXVNZKJSTFKL
McLaren,720S,2019,Rojo,282100.0,732,2.9,Reino Unido,SBM53796V894JMLFX
Nissan,GT-R Nismo,2023,Negro,169100.0,571,2.95,Japón,JN1DX2PASCN432GRB
Audi,R8 V10 Performance,2024,Blanco,228700.0,601,2.8,Alemania,WUAV8LULB0AGT5YM9
Ferrari,F8 Tributo,2020,Naranja,182300.0,728,2.84,Italia,ZFFT20PMPM06XZCD9
Aston Martin,DBS Superleggera,2023,Azul eléctrico,204900.0,702,3.3,Reino Unido,SCFHSCU2WJW2JM1T4
Audi,R8 V10 Performance,2023,Azul,147000.0,627,2.99,Alemania,WUALEVGK2EGSG0E2E
BMW,M4 Competition (G82),2021,Amarillo,101000.0,517,3.9,Alemania,WBSHT1ZK3YDJ7FRMB
McLaren,720S,2024,Rojo,246100.0,736,2.91,Reino Unido,SBM68GAJGTAUDAP6J
Aston Martin,Vantage,2023,Amarillo,159500.0,520,3.78,Reino Unido,SCF4970F4HB7VM7ZW
Lamborghini,Aventador S,2018,Blanco,360900.0,719,2.92,Italia,ZHWBRCG154A9MACXN
Ferrari,488 GTB,2021,Amarillo,270200.0,656,2.94,Italia,ZFFZSDACX4EYWRLPC
Ferrari,F8 Tributo,2024,Blanco,253500.0,729,2.92,Italia,ZFFMT0LW58678XYM7
Ferrari,F8 Tributo,2020,Negro,205800.0,719,2.94,Italia,ZFFUJ263K8GR9HMT4
Chevrolet,Corvette C8 Stingray,2022,Blanco,89100.0,506,3.05,EE.UU.,1G1B586P76GML7BD5
McLaren,570S,2023,Azul eléctrico,197500.0,573,3.3,Reino Unido,SBM5KK6S2KT5MH384
